0,'scared' feeling
0,'scared' feeling
0,'scared' feeling
0,'scared' feeling
0,'scared' feeling
0,'scared' feeling
0,'scared' feeling
0,'scared' feeling
0,'scared' feeling
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,Fear
0,fear
0,fear
0,fear
0,fear
0,fear
0,fear
0,scared to death
0,scared to death
0,scared to death
0,scared to death
0,scared to death
0,scared to death
0,scared to death
0,scared to death
1,Abdominal rash
1,Abdominal rash
1,Abdominal rash
1,Abdominal rash
1,Abdominal rash
1,Abdominal rash
1,Abdominal rash
1,Abdominal rash
1,Abdominal rash
1,Eruption
1,Eruption
1,Eruption
1,Eruption
1,Eruption
1,Eruption
1,Eruption
1,Eruption
1,Eruption
1,Eruption
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,Heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
2,heel pain
