0,Adrenergic syndrome
1,"Hearing Loss, Partial"
2,Typhoid Fever
3,Carcinoma of lung
4,Pregnancy
5,Myasthenias
6,Apnea
7,Hormone-refractory prostate cancer
8,Cushingoid facies
9,Nephrotic Syndrome
10,Electrocardiogram PR prolongation
11,Nephrosis
12,Xerostomia
13,Middle insomnia
13,Middle insomnia
13,Middle insomnia
13,Middle insomnia
13,Middle insomnia
13,insomniac
13,Middle insomnia
13,insomnia
13,Middle insomnia
13,awake in the middle of the night for an hour or 2
13,Middle insomnia
13,insomnia
13,Middle insomnia
13,It's 6 am and this adderall got me reevaluating my whole life
13,Middle insomnia
13,insomniac
13,Middle insomnia
13,keeping me awake
13,Middle insomnia
14,Expressive language disorder
15,Tachypnea
16,Altered Taste
16,couldn't taste anything
16,Altered Taste
17,Hyposthenuria
18,Human herpesvirus 6 infection
19,Urinary Retention
20,Chemosis
21,Pathological Dilatation
22,Macular retinal edema
23,Nuchal Rigidity
24,Pounding heart
24,heart beat for being too strong
24,Pounding heart
24,racing heart
24,Pounding heart
24,heart race 100mph
24,Pounding heart
25,Neoplasms
26,Alopecia
27,Bradycardia
28,Visual colour distortions
29,Posterior rhinorrhea
30,Eosinophilic Pneumonia
31,Hypogeusia
32,Common Cold
33,Tendon disorder
34,Tendon rupture
35,Cerebrovascular accident
36,Stridor
37,FEMALE LACTATION
38,Restless Legs Syndrome
39,Periorbital oedema
40,Persistent Fetal Circulation Syndrome
41,Labile hypertension
42,Ulna Fractures
43,Peripheral motor neuropathy
44,Chronic Lymphocytic Leukemia
45,Orofacial oedema
46,Growth retardation
47,Brain Edema
48,Hair discoloration
49,Hypertension worsened
50,Diabetes Mellitus
51,Bronchitis
52,Mendelson Syndrome
53,Fibromyalgia
54,Ejaculation failure
55,Salivary gland enlargement
56,Painful erection
56,painful b..
56,Painful erection
56,persistent painful erection
56,Painful erection
57,Hypertrophy
57,Hypertrophy
58,Hepatic impairment
59,Rhinitis perennial
60,Substance Withdrawal Syndrome
60,cigarette withdrawal
60,Substance Withdrawal Syndrome
61,Disorientation
61,spins
61,Disorientation
61,very stupid
61,Disorientation
62,Psychiatric symptom
62,feeling proper psycho
62,Psychiatric symptom
62,hypomanic
62,Psychiatric symptom
63,Anhidrosis
64,Myoglobinuria
65,Purging
66,General unsteadiness
67,Non-gonococcal urethritis (NGU)
68,Cystitis haemorrhagic
69,Coronary Artery Disease
70,Choking sensation
71,Paresis
72,Weepiness
73,Paresthesia
74,Dependence psychological
74,useless without
74,Dependence psychological
74,60% of my success is due to taking Adderall
74,Dependence psychological
75,Somnambulism
76,Tumor pain
77,"Fasciitis, Plantar"
78,Bilirubin total low
79,Sicca Syndrome
80,Excitement emotion
81,Liver Cirrhosis
82,Liver diseases
83,Illness (finding)
84,Paraplegia
84,paraplegic
84,Paraplegia
85,Action Tremor
85,tremor
85,Action Tremor
85,Action Tremor
85,tremor
85,Action Tremor
86,Trichinellosis
87,Chromaturia
88,Lacrimation
89,Hair texture abnormal
90,Infestation
91,Feeling jittery
91,jitters
91,Feeling jittery
92,Hip Fractures
93,Panic
93,Panic
94,Panic Disorder
94,Panic Disorder
94,anxiety
94,Panic Disorder
94,anxiety
94,Panic Disorder
94,anxiety
94,Panic Disorder
94,anxiety
94,Panic Disorder
95,Equilibration disorder
96,Pancytopenia
97,Memory Loss
97,wrecked my memory
97,Memory Loss
97,screwing with my short term memory
97,Memory Loss
98,Pseudomembranous colitis
99,Delirium
100,Incontinence
101,Derealization
102,Infectious disorder of bronchus
103,Blood prolactin increased
104,"Macular Edema, Cystoid"
105,Hysteria
106,"Abdomen, Acute"
107,Brain dysfunction
108,Abdominal Cramps
108,cramps
108,Abdominal Cramps
109,Feeling drunk
109,feel drunk
109,Feeling drunk
109,make me drunker
109,Feeling drunk
109,feel drunk
109,Feeling drunk
110,Lymphocytosis
111,Respiratory rate decreased
112,Bulla
113,Crying abnormal
113,cry
113,Crying abnormal
114,Organ failure
115,Hepatitis
116,Limb discomfort
117,Jaw stiffness
118,Bladder dilatation
119,Anxiety aggravated
119,incr anxiety
119,Anxiety aggravated
119,anxiety
119,Anxiety aggravated
120,Hepatic Veno-Occlusive Disease
121,Vaginal itching
121,itches
121,Vaginal itching
121,itching
121,Vaginal itching
122,Urine drug screen positive
123,Tuberculosis
124,Angina Pectoris
125,Neck Injuries
126,"Angina, Unstable"
127,Prostatic Diseases
128,Bronchitis viral
129,Asthma aggravated
130,Fatty Liver
131,Common wart
132,Unspecified circulatory system disorder
133,Night Terrors
133,Night Terrors
133,night terrors
133,Night Terrors
133,nightmares
133,Night Terrors
134,Urination Disorders
135,Glossopharyngeal Neuralgia
136,Increased bilirubin level (finding)
137,Night cramps
138,Corneal Opacity
139,Application site pruritus
140,Sperm count decreased
141,Ketogenic Diet
142,Diabetes with coma (disorder)
143,Fever
143,Fever
144,Adenocarcinoma
145,Tolerance development
146,Renal pain
147,Diabetic
148,Abnormal sensation in eye
149,Churg-Strauss Syndrome
150,Pruritus
151,Lichenoid Eruptions
152,Sickle Cell Dactylitis
153,Prurigo
154,Urticaria
154,#hivewatch
154,Urticaria
154,urticaria
154,Urticaria
154,hives
154,Urticaria
155,Pruritus Vulvae
156,Sinus Arrhythmia
157,Cardiac Arrhythmia
158,Bone cancer metastatic
159,Death (finding)
160,Hemiplegia
161,Transaminases increased
162,Gangrene
163,Aortic Aneurysm
164,Serum prolactin increased
165,"Taste, Metallic"
166,Tietze's Syndrome
167,Application site rash
168,Application site irritation
169,Application site pain
170,Tissue Adhesions
171,Prostate carcinoma
172,Hepatocellular Adenoma
173,Convulsions aggravated
174,Radiation Pneumonitis
175,"Lung Diseases, Interstitial"
176,"Pneumonia, Interstitial"
177,Pleural effusion disorder
178,Ascites
179,Gastrointestinal infection
180,Function kidney decreased
181,Metastatic Neoplasm
182,Speech Disorders
183,Conjunctival haemorrhage
184,Arachnoiditis
185,Nettle rash
186,Fatigability
187,Dry throat
187,dry
187,Dry throat
187,dry mouth
187,Dry throat
188,Communicable Diseases
189,Dizziness
189,dizzy
189,Dizziness
189,dizziness
189,Dizziness
189,dizzy
189,Dizziness
189,dizzy
189,Dizziness
189,head spinning a little
189,Dizziness
189,lightheaded
189,Dizziness
189,dizzy
189,Dizziness
189,dizzy
189,Dizziness
189,Dizziness
189,Dizziness
189,dizzy
189,Dizziness
189,dizziness
189,Dizziness
189,dizziness
189,Dizziness
189,dizzy
189,Dizziness
189,dizziness
189,Dizziness
189,dizziness
189,Dizziness
189,dizziness
189,Dizziness
189,dizziness
189,Dizziness
189,dizzy
189,Dizziness
189,Dizziness
190,Supraventricular arrhythmia
191,Blood alkaline phosphatase increased
192,Blood amylase increased
193,Cardiopulmonary Arrest
194,Respiratory Tract Infections
195,Abdominal bloating
195,ballooning
195,Abdominal bloating
195,makes me so damn bloated
195,Abdominal bloating
195,bloated
195,Abdominal bloating
196,Epigastric discomfort
197,Intracranial Hypertension
198,Kidney function abnormal
199,Myocardial Ischemia
200,Duodenitis
201,Osteomalacia
202,Osteomyelitis
203,Bone necrosis
203,bone loss
203,Bone necrosis
204,Apraxias
205,Bronchopneumonia
206,Cutaneous Candidiasis
207,High density lipoprotein decreased
208,Impaired healing
209,Hemorrhage of colon
210,Sensitisation
211,Black hairy tongue
212,Acute liver injury
213,Cellulitis
214,Cardiotoxicity
215,Catatonia
216,Bronchial Spasm
217,Stiffness
217,Stiffness
217,stiffness
217,Stiffness
218,Deafness
219,Tongue Diseases
220,Orchitis
221,Capillary fragility increased
222,Localized desquamation
223,"Enterocolitis, Necrotizing"
224,Attention concentration difficulty
224,focused
224,Attention concentration difficulty
224,concentration issues
224,Attention concentration difficulty
224,focus like a wimp
224,Attention concentration difficulty
224,concentration issues
224,Attention concentration difficulty
224,expense of clear thinking
224,Attention concentration difficulty
224,focused
224,Attention concentration difficulty
224,prevents me from focusing
224,Attention concentration difficulty
224,Attention concentration difficulty
224,doesn't even make me attentive
224,Attention concentration difficulty
225,Lichen Simplex Chronicus
226,Lack of spontaneous speech
227,"Epilepsies, Partial"
228,Trismus
229,Myopia
230,Mania acute
230,mania
230,Mania acute
230,Mania acute
231,Vivid dreams
231,Vivid dreams
231,gives me man vivid dreams
231,Vivid dreams
231,man vivid dreams
231,Vivid dreams
231,lucid dreamer
231,Vivid dreams
231,mad vivid dreams
231,Vivid dreams
231,mad vivid dreams
231,Vivid dreams
232,Nervous tremulousness
233,Excitability
233,Excitability
233,Excitability
233,got me to the ceiling
233,Excitability
233,hyped
233,Excitability
233,in my feelings
233,Excitability
233,Excitability
233,had me in my feelings
233,Excitability
233,had me in my feelings
233,Excitability
233,got me to the ceiling
233,Excitability
233,in my feelings
233,Excitability
233,got me to the ceiling
233,Excitability
233,in my feelings
233,Excitability
233,got me to the ceiling
233,Excitability
233,got me to the ceiling
233,Excitability
233,meinmy feelings
233,Excitability
233,to the ceiling
233,Excitability
233,to the ceiling
233,Excitability
233,Excitability
233,got me to the ceiling
233,Excitability
233,got me to the ceiling
233,Excitability
233,had me in my feelings
233,Excitability
233,in my feelings
233,Excitability
233,got meto the ceiling
233,Excitability
233,to the ceiling
233,Excitability
233,got me to the ceiling
233,Excitability
233,got me in my feelings
233,Excitability
233,in my feelings
233,Excitability
233,got me to the ceiling
233,Excitability
233,in my feelings
233,Excitability
233,got me in my feelings
233,Excitability
233,in my feelings
233,Excitability
233,got me to the ceiling
233,Excitability
233,got me to the ceiling
233,Excitability
234,"Disk, Herniated"
235,Steroid psychosis
236,Pulmonary Infarction
237,Lactic dehydrogenase activity increased
238,Puerperal Disorders
239,Mask-like facies
240,Lower respiratory tract infection
241,Change of bowel habit
242,Phlebitis
243,Verbal repetition
244,Pustular rash
245,Obsessions
246,Sustained ventricular tachycardia
247,Orgasmic Disorder
248,Genital candidiasis
249,Hunger
249,Hunger
249,hungry
249,Hunger
249,hungry
249,Hunger
249,hungry
249,Hunger
249,hungry
249,Hunger
249,#hungry
249,Hunger
249,ridiculously hungry
249,Hunger
250,Trembling
250,shaking
250,Trembling
251,Psoriasis flare-up
252,Perforation of nasal septum
253,Acute intermittent porphyria
254,Carbohydrate tolerance decreased
255,Upper motor neurone lesion
256,Blood and lymphatic system disorders
257,Serum total protein decreased
258,Ear and labyrinth disorders
259,Pancreatitis
260,Lung infection
261,Pruritus NEC
262,Secondary Infections
263,Nephritis
264,Abdomen distended
265,Abdominal Pain
265,awful feeling in my stomach
265,Abdominal Pain
265,sharp pain
265,Abdominal Pain
265,cramps
265,Abdominal Pain
265,nervous gut pain
265,Abdominal Pain
265,pain in the pit of my stomach
265,Abdominal Pain
266,Essential Tremor
267,Bacteremia
268,QRS complex
269,Pharyngitis streptococcal
270,Schizoaffective Disorder
271,Tumour flare
272,Lacrimation abnormal
273,WBC abnormal
274,Tenosynovitis
275,Traumatic fracture
276,Depressed Level of Consciousness
276,dopey
276,Depressed Level of Consciousness
277,Activation syndrome
278,Upper Respiratory Infections
279,Osteophyte
280,Corneal ulcer marginal
281,Clammy skin
282,Corneal erosion
283,Extrapyramidal Disorders
284,Dizziness postural
284,not falling down dizzy
284,Dizziness postural
285,Extravasation
286,Muscle Fatigue
287,Leukonychia
288,Sarcoidosis
289,Adams-Stokes Syndrome
290,Self-injurious ideation
291,Fear of death
292,Liver function test normal
293,Color blindness
294,Urinary tract infection
295,Decreased diastolic arterial pressure
296,Stevens-Johnson Syndrome
297,Musculoskeletal Diseases
298,Urinary Incontinence
299,Increased frequency of micturition
300,Bad taste
300,Bad taste
300,mouth taste terrible
300,Bad taste
301,Early Awakening
301,I'm up
301,Early Awakening
301,I'm up
301,Early Awakening
302,Blepharitis
303,Lung Neoplasms
304,Blepharospasm
305,Mass of body structure
306,Effusion
307,Granuloma
308,Intestinal Perforation
309,Intestinal Obstruction
309,functional obstructions
309,Intestinal Obstruction
310,Pharyngeal oedema
311,Skin odour abnormal
312,Allergic rhinitis (disorder)
313,Periodontal destruction
314,Logorrhoea
315,Function liver decreased
316,Onychomadesis
317,Salmonella infections
318,Family stress
319,Scab
320,Invasive Breast Carcinoma
321,Skin Papule
322,Psychomotor skills impaired
323,Chickenpox
324,Hypomagnesaemia
325,Keloid
326,Wave slowing
327,Labyrinthitis
328,Labyrinthine disorder
329,Oesophageal stenosis acquired
330,Acute Kidney Insufficiency
331,Prostate cancer metastatic
332,Malignant neoplasm of ovary
333,Tooth abscess
334,Reproductive system disorder
335,Movement Disorders
336,Lupus Erythematosus
337,"Sleep Disorders, Circadian Rhythm"
338,Choreoathetoid movements
339,Positional Vertigo
340,Pleurisy
341,Polyneuritis
342,Metastatic squamous cell carcinoma
343,Sunburn
344,Spinal compression fracture
345,Drug level decreased
346,Drug level increased
347,Ocular Motility Disorders
348,Tongue discolouration
349,Diarrhoea haemorrhagic
350,Homicidal ideation
351,Extrinsic allergic alveolitis
352,Burning sensation
353,Alzheimer's Disease
354,Diabetes Insipidus
355,Suicidal behaviour
355,suicidal acts
355,Suicidal behaviour
356,Comatose
357,Glossalgia
358,Fixed eruption
359,Generalized Spasms
359,random shoulder spasms
359,Generalized Spasms
359,all my limbs are jumping on their own accord
359,Generalized Spasms
360,Eclampsia
361,Retinal Diseases
362,Bone density decreased
362,Bone density decreased
363,Malaise
364,Cutaneous Melanoma
365,Injection site mass
366,Manic psychosis
367,Bone marrow depression
368,Osteopenia
369,Myelosuppression
370,Osteoporosis
371,Major Depressive Disorder
371,suicide thoughts
371,Major Depressive Disorder
372,Pemphigus
373,Cyst of skin
374,Bullous pemphigoid
375,Leukemia
376,Tooth caries aggravated
377,Ulcer on tongue
378,Pulmonary toxicity
379,Cluster Headache
380,Macromastia
381,Pericarditis
382,Facial bones fracture
383,Cataplexy
384,Pelvic Pain
385,Pulmonary Hypertension
386,Diuresis
387,Breast Fibrocystic Disease
388,Hypertensive crisis
389,Torsades de Pointes
